07-12-2018 15:04:20 [<module>:243] INFO : Initializing TPC-C benchmark using MongodbDriver
07-12-2018 15:08:29 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:30 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:08:30 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:08:30 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:08:30 [loadTuples:336] INFO : Loading 29883 tuples for tableName ORDER_LINE
07-12-2018 15:08:30 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:31 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:08:31 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:08:31 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:31 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:31 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:33 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:34 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:34 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:34 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:36 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:39 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:39 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:40 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:40 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:42 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:42 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:43 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:43 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:44 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:45 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:45 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:45 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:47 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:48 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:48 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:48 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 30162 tuples for tableName ORDER_LINE
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:08:50 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:08:51 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:51 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:53 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:53 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:54 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:54 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:55 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:56 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:56 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:56 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:58 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:59 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:59 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:08:59 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:01 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:01 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:02 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:02 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:03 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:04 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:04 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:04 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:06 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:07 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:07 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:07 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:09 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:09 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:09 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:09:09 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:09:09 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:09:09 [loadTuples:336] INFO : Loading 29879 tuples for tableName ORDER_LINE
07-12-2018 15:09:10 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:10 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:10 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:09:10 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:09:12 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:12 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:13 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:13 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:14 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:15 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:15 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:15 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:17 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:18 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:18 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:18 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:20 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:20 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:21 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:21 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:22 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:23 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:23 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:23 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:25 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:25 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:26 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:26 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:28 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:28 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:28 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:28 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:29 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:09:29 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:09:29 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:09:29 [loadTuples:336] INFO : Loading 29948 tuples for tableName ORDER_LINE
07-12-2018 15:09:29 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:09:29 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:09:30 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:31 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:31 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:31 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:33 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:34 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:34 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:34 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:36 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:36 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:39 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:39 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:39 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:39 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:41 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:41 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:42 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:42 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:44 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:44 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:45 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:45 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:46 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:47 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:47 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:47 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:48 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:09:48 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:09:48 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:09:48 [loadTuples:336] INFO : Loading 29861 tuples for tableName ORDER_LINE
07-12-2018 15:09:48 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:09:48 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:09:49 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:50 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:50 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:50 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:52 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:52 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:53 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:53 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:55 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:55 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:56 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:56 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:57 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:58 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:58 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:09:58 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:00 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:00 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:01 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:01 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:03 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:03 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:04 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:04 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:06 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:06 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:06 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:06 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:07 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:10:07 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:10:07 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:10:07 [loadTuples:336] INFO : Loading 30066 tuples for tableName ORDER_LINE
07-12-2018 15:10:08 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:10:08 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:10:08 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:09 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:09 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:09 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:10:29 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:10:29 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:10:29 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:10:29 [loadTuples:336] INFO : Loading 30173 tuples for tableName ORDER_LINE
07-12-2018 15:10:29 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:10:29 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:10:50 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:10:50 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:10:50 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:10:50 [loadTuples:336] INFO : Loading 29397 tuples for tableName ORDER_LINE
07-12-2018 15:10:50 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:10:50 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:11:11 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:11:11 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:11:11 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:11:11 [loadTuples:336] INFO : Loading 30267 tuples for tableName ORDER_LINE
07-12-2018 15:11:11 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:11:12 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:11:32 [loadTuples:336] INFO : Loading 1 tuples for tableName DISTRICT
07-12-2018 15:11:32 [loadTuples:336] INFO : Loading 3000 tuples for tableName CUSTOMER
07-12-2018 15:11:32 [loadTuples:336] INFO : Loading 3000 tuples for tableName ORDERS
07-12-2018 15:11:32 [loadTuples:336] INFO : Loading 29882 tuples for tableName ORDER_LINE
07-12-2018 15:11:33 [loadTuples:336] INFO : Loading 900 tuples for tableName NEW_ORDER
07-12-2018 15:11:33 [loadTuples:336] INFO : Loading 3000 tuples for tableName HISTORY
07-12-2018 15:11:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:40 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:43 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:46 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:49 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:53 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:56 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:11:59 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:03 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:06 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:09 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:12 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:15 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:19 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:23 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:27 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:30 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:33 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:37 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:41 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
07-12-2018 15:12:44 [loadTuples:336] INFO : Loading 2500 tuples for tableName STOCK
